id	subject	school	theme	argument	exhisting	article	average_daily_visit	Visite da 1/7/2015 al 31/05/2020	Media visite giornaliere 2019	size	notes	images	incipit_size	incipit_on_size	issues	Fonte necessaria	Chiarire	discussion_size	year	references	first_edit	days
3697	Matematica	Superiori	Insiemi e logica	Relazioni	1	Relazione_di_equivalenza	71	128183	74	16859	5	1	172	1.02	0	0	0	1877	2.1	1	2003-08-04	6146
2679	Storia	Superiori	Grecia e Italia preromana	religione greco-antica	1	Religione_dell'antica_Grecia	150	269063	138	104575	217	29	2311	2.21	1	0	0	42936	???	47	???	#VALUE!
2659	Storia	Superiori	Antichità	Divinità egizie	1	Religione_egizia	276	495333	221	27910	5	20	814	2.92	0	0	0	6322	???	10	???	#VALUE!
2742	Storia	Superiori	Roma	La religione romana	1	Religione_romana	158	284213	153	56678	69	10	4662	8.23	0	0	0	15951	???	17	???	#VALUE!
2484	Scienze	Medie	Corpo umano		1	Rene	349	627992	345	35931	3	6	662	1.84	2	0	0	8275	1	2	2005-01-28	5603
1240	Geografia		Europa	Fiume Reno	1	Reno	483	867259	492	9865	0	3	837	8.48	0	0	0	4239	???	0	2004-05-26	5850
57	Biologia	Superiori	Evoluzione		1	Reptilia	194	348390	189	18793	5	23	1125	5.99	0	0	0	1190	1	0	2003-07-12	6169
612	Diritto e Economia	Superiori	Stato, Costituzone e relazioni internazionali		1	Repubblica	344	618809	314	12111	7	7	1319	10.89	2	0	0	5897	2.1	1	2005-02-25	5575
1236	Geografia		Europa	Rep Ceca	1	Repubblica_Ceca	741	1330869	710	58168	18	18	2818	4.84	1	2	2	36688	???	1	2004-05-06	5870
1280	Geografia		Africa	Repubblica Democratica del Congo	1	Repubblica_Democratica_del_Congo	526	945848	577	48002	26	20	3359	7.00	0	1	0	5191	???	2	2005-01-11	5620
2857	Storia	Superiori	Basso medioevo	Firenze	1	Repubblica_di_Firenze	118	211242	168	32126	2	20	256	0.80	1	0	0	3696	???	1	???	#VALUE!
2859	Storia	Superiori	Basso medioevo	Repubblica di Genova	1	Repubblica_di_Genova	187	335488	193	30643	20	13	1684	5.50	0	0	0	12436	???	5	???	#VALUE!
3035	Storia	Superiori	XVIII-XIX secolo	Repubblica veneta	1	Repubblica_di_San_Marco	51	90957	54	81419	133	31	840	1.03	0	0	0	3510	???	13	???	#VALUE!
2858	Storia	Superiori	Basso medioevo	Repubblica di Venezia	1	Repubblica_di_Venezia	592	1063231	710	118178	172	36	4519	3.82	0	0	0	114188	???	19	???	#VALUE!
3187	Storia	Superiori	XX-XXI secolo	La Germania post-WW1	1	Repubblica_di_Weimar	544	977843	585	57775	10	9	1228	2.13	0	2	0	13043	???	19	???	#VALUE!
3006	Storia	Superiori	XVIII-XIX secolo	Rivoluzione partenopea	1	Repubblica_Napoletana_(1799)	136	244760	145	33644	13	15	2192	6.52	0	1	0	629	???	22	???	#VALUE!
2706	Storia	Superiori	Roma	La repubblica	1	Repubblica_romana	490	879738	477	171397	221	59	3067	1.79	0	0	0	34969	???	73	???	#VALUE!
3036	Storia	Superiori	XVIII-XIX secolo	Repubblica romana	1	Repubblica_Romana_(1849)	177	317242	199	88553	17	28	2538	2.87	0	1	0	37671	???	15	???	#VALUE!
3223	Storia	Superiori	XX-XXI secolo	Repubblica di Salò	1	Repubblica_Sociale_Italiana	592	1064700	591	142407	115	53	12201	8.57	1	5	0	238131	???	51	???	#VALUE!
2811	Storia	Superiori	Basso medioevo	le repubbliche marinare	1	Repubbliche_marinare	843	1514737	874	155485	211	100	5667	3.64	0	0	0	154264	???	99	???	#VALUE!
870	Filosofia	Superiori	Tra cinquecente e seicento		1	Res cogitans e res extensa	74	132342	77	3091	2	0	607	19.64	0	0	0	1358	???	0	2006-01-19	5247
333	Chimica	Superiori	Reazioni chimiche		1	Resa (chimica)	51	92237	55	6380	7	1	291	4.56	0	0	0	37	2	3	2007-06-05	4745
3215	Storia	Superiori	XX-XXI secolo	Fine della guerra nel Pacifico	1	Resa_del_Giappone	74	133052	74	97648	154	20	1041	1.07	0	2	0	4897	???	25	???	#VALUE!
3231	Storia	Superiori	XX-XXI secolo		1	Resa_di_Caserta	38	68746	40	13743	1	4	1467	10.67	1	1	0	4766	???	1	???	#VALUE!
585	Diritto e Economia	Superiori	Soggetti del diritto		1	Residenza (diritto)	145	261249	131	15860	18	0	1182	7.45	1	0	0	4371	2.1	0	2007-01-31	4870
2542	Scienze	Medie	Aspetti chimici della materia		1	Resistenza elettrica	345	620343	301	20686	3	1	428	2.07	0	0	0	1003	1	2	2004-09-21	5732
3224	Storia	Superiori	XX-XXI secolo	Partigiani e resistenza	1	Resistenza_italiana	685	1231622	699	209440	275	54	3473	1.66	1	1	0	139385	???	21	???	#VALUE!
109	Biologia	Superiori	Corpo umano	Apparato respiratorio e circolatorio	1	Respirazione	135	242884	117	9327	1	3	1286	13.79	0	0	0	5056	2	0	2004-02-17	5949
29	Biologia	Superiori	Cellula		1	Respirazione cellulare	366	657947	314	17314	7	3	1279	7.39	0	0	0	1486	2	4	2006-08-21	5033
3013	Storia	Superiori	XVIII-XIX secolo	La Restaurazione	1	Restaurazione	273	491359	273	26881	10	8	1348	5.01	0	0	0	6566	???	0	2005-08-24	5395
1603	Informatica	Medie	Introduzione		1	Rete di computer	208	373750	207	26387	9	15	1183	4.48	0	0	0	7335	2	9	2003-12-07	6021
23	Biologia	Superiori	Cellula		1	Reticolo endoplasmatico	173	311376	156	8673	4	2	1461	16.85	0	0	1	3354	2	0	2005-02-10	5590
1082	Geografia		Geografia fisica	Reticolo geografico	0	Reticolo geografico				0	0	0	0	#DIV/0!	0	0	0	0	???	0	???	#VALUE!
571	Diritto e Economia	Superiori	La società e ordinamento giuridico		1	Retroattività	89	159160	86	11036	9	0	741	6.71	0	0	0	390	2.1	0	2008-02-21	4484
3639	Matematica	Medie	Geometria	Enti fondamentali	1	Retta	178	319670	141	10915	0	3	723	6.62	0	0	0	2339	1.1	0	2004-06-28	5817
3738	Matematica	Superiori	Aritmetica	Piano cartesiano	1	Retta_nel_piano_cartesiano	76	136443	52	21193	0	8	157	0.74	1	0	0	40	2.2	0	2007-03-02	4840
3617	Matematica	Elementari	Geometria	Quadrilatero	1	Rettangolo	153	274874	120	5001	3	2	1625	32.49	0	0	0	155	0.5	2	2005-04-02	5539
22	Biologia	Superiori	Cellula		1	Ribosoma	257	461506	234	10277	2	3	990	9.63	0	0	0	639	2	1	2005-05-01	5510
701	Diritto e Economia	Superiori	I soggetti economici		1	Ricchezza nazionale	5	8865	9	24651	2	17	1568	6.36	0	0	0	1521	2.1	0	2018-06-03	729
929	Filosofia	Superiori	Filosofia tra ottocento e novecento		1	Richard Avenarius	3	5512	3	21311	6	1	1	0.00	0	0	0	39	???	2	2008-05-24	4391
3536	Storia dell'arte	Superiori	Arte contemporanea		1	Richard Serra	16	28739	16	8522	4	21	1	0.01	0	0	0	3687	???	0	2007-07-05	4715
82	Biologia	Superiori	Genetica		1	Ricombinazione genetica	47	84324	45	3466	0	0	510	14.71	2	0	0	38	2	0	2007-03-24	4818
1946	Letteratura italiana	Superiori	XVI Secolo	Francesco Guicciardini	1	Ricordi_politici_e_civili	19	33653	17	4963	1	1	881	17.75	0	0	0	50	2.3	2	2007-12-17	4550
3287	Storia	Superiori	XX-XXI secolo	Ricostruzione	1	Ricostruzione_(Italia)	13	24197	17	9310	15	1	992	10.66	0	0	0	2239	???	0	???	#VALUE!
354	Chimica	Superiori	Ossidoriduzione e elettrochimica		1	Riduzione (chimica)	57	102565	54	2157	2	0	604	28.00	1	0	0	1086	2	0	2008-11-01	4230
970	Fisica	Superiori	La luce		1	Riflessione (fisica)	91	163712	73	6073	0	6	1288	21.21	0	0	0	1424	???	7	2005-08-22	5397
3764	Matematica	Superiori	Funzioni	Trasformazioni	1	Riflessione_(geometria)	17	31151	17	6335	0	2	407	6.42	1	0	0	40	2.3	0	2006-04-24	5152
735	Diritto e Economia	Superiori	Mercato del lavoro		1	Riforma del lavoro Fornero	63	113769	66	4161	6	0	329	7.91	1	0	0	1138	2.1	0	2014-09-04	2097
3294	Storia	Superiori	XX-XXI secolo	la riforma della scuola media	0	Riforma della scuola media in Italia	0	0	0	0	0	0	0	#DIV/0!	0	0	0	0	???	0	???	#VALUE!
3303	Storia	Superiori	XX-XXI secolo	Riforma del diritto di famiglia	1	Riforma_del_diritto_di_famiglia_italiano_del_1975	47	84617	50	2021	1	0	286	14.15	1	0	0	1081	???	12	???	#VALUE!
2828	Storia	Superiori	Basso medioevo	le riforme di Gregorio VII	1	Riforma_dell'XI_secolo	63	113804	63	53139	5	0	1865	3.51	0	0	0	6320	???	0	???	#VALUE!
2911	Storia	Superiori	XVI-XVII secolo	Il Protestantesimo	1	Riforma_protestante	462	831055	391	23930	4	2	753	3.15	1	0	0	29270	???	7	2004-10-11	5712
1829	Letteratura italiana	Superiori	XIII secolo - Scuola toscana	Fasi	1	Rimatori_toscani_di_transizione	12	21999	14	1762	0	0	1484	84.22	1	0	0	50	2.3	0	2007-01-16	4885
1913	Letteratura italiana	Superiori	XV Secolo	Poliziano	1	Rime	3	4543	1	527	0	0	53	10.06	0	0	0	0	2.3	0	2005-06-23	5457
1956	Letteratura italiana	Superiori	XVI Secolo	Torquato Tasso	0	Rime (Torquato Tasso)	0	0	0	0	0	0	0	#DIV/0!	0	0	0	0	???	0	???	#VALUE!
1837	Letteratura italiana	Superiori	XIII secolo - Scuola toscana	Guido Cavalcanti	0	Rime di Guido Cavalcanti	0	0	0	0	0	0	0	#DIV/0!	0	0	0	0	???	0	???	#VALUE!
2097	Letteratura italiana	Superiori	Secondo Ottocento	Giosuè Carducci	1	Rime_nuove	20	36559	21	10171	2	0	141	1.39	0	0	0	50	2.4	0	2009-03-29	4082
2878	Storia	Superiori	XVI-XVII secolo	Il Rinascimento	1	Rinascimento	1131	2031654	1088	57466	32	22	1597	2.78	0	0	0	48753	???	13	2006-12-14	4918
3416	Storia dell'arte	Superiori	Il Quattrocento		1	Rinascimento italiano	214	383806	177	24648	19	7	2633	10.68	0	0	0	3966	???	9	2007-01-13	4888
2809	Storia	Superiori	Basso medioevo	Rinascita dell’anno Mille	1	Rinascita_dell'anno_Mille	136	245037	112	47884	39	13	2128	4.44	0	0	0	2005	???	12	???	#VALUE!
163	Biologia	Superiori	Corpo umano	Apparato riproduttore	1	Riproduzione sessuata	88	157943	89	10614	11	3	1079	10.17	0	0	0	2022	2	0	2007-08-22	4667
199	Biologia	Superiori	Ecologia		1	Riscaldamento globale	541	972159	992	118989	138	28	1882	1.58	0	0	1	178	2	17	2005-08-23	5396
2388	Scienze della Terra	Superiori	I vulcani		1	Rischio vulcanico	10	17869	11	2167	0	0	1555	71.76	2	0	0	49	2	0	2015-11-12	1663
3024	Storia	Superiori	XVIII-XIX secolo	RIsorgimento	1	Risorgimento	799	1435786	718	263835	294	63	1932	0.73	0	0	0	206338	???	48	2004-01-02	5995
696	Diritto e Economia	Superiori	I soggetti economici		1	Risparmio	47	85122	43	9391	1	0	1040	11.07	0	0	0	1252	2.1	10	2004-10-09	5714
133	Biologia	Superiori	Corpo umano	Sistema immunitario	1	Risposta immunitaria	33	59352	29	1993	1	1	1550	77.77	0	0	0	38	2	0	2006-03-18	5189
1809	Letteratura italiana	Superiori	XI-XII Secolo	Origini della letteratura italiana	1	Ritmo_bellunese	4	7391	5	1782	0	0	1137	63.80	1	0	0	557	2.3	1	2006-03-21	5186
3432	Storia dell'arte	Superiori	Il Quattrocento		1	Ritratto dei coniugi Arnolfini	167	299242	177	26856	8	9	501	1.87	0	0	0	3669	???	3	2006-02-05	5230
3385	Storia dell'arte	Superiori	Arte romana		1	Ritratto romano	29	52351	24	17966	4	8	858	4.78	0	0	0	202	???	6	2008-07-30	4324
1953	Letteratura italiana	Superiori	XVI Secolo	Ludovico Ariosto	0	Ritrovamento del senno di Orlando	0	0	0	0	0	0	0	#DIV/0!	0	0	0	0	2.3	0	matching	#VALUE!
2843	Storia	Superiori	Basso medioevo	Crisi economica	1	Rivolte_popolari_del_XIV_secolo	17	30660	17	5398	1	1	574	10.63	0	1	0	36	???	2	???	#VALUE!
871	Filosofia	Superiori	Tra cinquecente e seicento		1	Rivoluzione copernicana	79	141896	76	3887	1	0	544	14.00	0	0	0	120	???	4	2007-01-19	4882
3237	Storia	Superiori	XX-XXI secolo	Rivoluzione comunista in Cina	1	Rivoluzione_comunista_cinese	7	13040	16	8765	7	13	1608	18.35	0	0	0	111	???	0	???	#VALUE!
3155	Storia	Superiori	XX-XXI secolo	rivoluzione di ottobre	1	Rivoluzione_d'ottobre	304	545856	266	22070	54	15	2287	10.36	0	0	0	17089	???	15	???	#VALUE!
2990	Storia	Superiori	XVIII-XIX secolo	Rivoluzione francese	1	Rivoluzione_francese	1376	2472582	1290	151134	170	36	1723	1.14	1	0	0	11581	???	37	???	#VALUE!
3028	Storia	Superiori	XVIII-XIX secolo	Ribellione a Parigi	1	Rivoluzione_francese_del_1848	116	208918	116	41943	10	15	1366	3.26	0	0	0	204	???	7	???	#VALUE!
2976	Storia	Superiori	XVIII-XIX secolo	Rivoluzione industriale	1	Rivoluzione_industriale	1029	1848823	1021	36075	6	2	2637	7.31	1	0	0	27085	???	7	2006-12-06	4926
2977	Storia	Superiori	XVIII-XIX secolo	Inghilterra durante il XVII secolo	1	Rivoluzione_industriale_in_Inghilterra	287	515895	230	22875	0	1	774	3.38	1	0	0	3577	???	1	???	#VALUE!
3275	Storia	Superiori	XX-XXI secolo	Rivoluzione iraniana del 1979	1	Rivoluzione_iraniana	150	269138	152	17044	5	25	1408	8.26	0	0	0	3411	???	5	???	#VALUE!
2640	Storia	Superiori	Antichità	Rivoluzione del neolitico	1	Rivoluzione_neolitica	65	116911	56	94601	101	27	4034	4.26	0	0	0	2111	???	34	???	#VALUE!
3142	Storia	Superiori	XX-XXI secolo	Rivoluzioni russe del 1917	1	Rivoluzione_russa	565	1015190	510	61265	18	31	2971	4.85	1	0	0	3459	???	0	???	#VALUE!
3127	Storia	Superiori	XX-XXI secolo	Rivoluzione russa del 1905	1	Rivoluzione_russa_del_1905	101	182209	100	122187	216	43	1040	0.85	0	0	0	1853	???	43	???	#VALUE!
3152	Storia	Superiori	XX-XXI secolo	Rivoluzione febbraio	1	Rivoluzione_russa_di_febbraio	85	152399	82	38170	56	11	558	1.46	0	0	0	9220	???	11	???	#VALUE!
1962	Letteratura italiana	Superiori	XVII Secolo	Coordinate generali	1	Rivoluzione_scientifica	133	239886	146	66063	67	20	740	1.12	0	0	0	8362	2.4	20	2006-08-08	5046
3027	Storia	Superiori	XVIII-XIX secolo	Ribellione a Palermo	1	Rivoluzione_siciliana_del_1848	45	81609	49	22056	18	11	783	3.55	0	0	0	5559	???	19	???	#VALUE!
3032	Storia	Superiori	XVIII-XIX secolo		1	Rivoluzione_tedesca_del_1848-1849	7	13359	18	14613	3	4	1137	7.78	1	0	0	36	???	25	???	#VALUE!
3030	Storia	Superiori	XVIII-XIX secolo		1	Rivoluzione_ungherese_del_1848	18	31760	17	10576	5	4	694	6.56	2	0	0	1015	???	7	???	#VALUE!
3242	Storia	Superiori	XX-XXI secolo	Rivolte nei Paesi satelliti sovietici	1	Rivoluzione_ungherese_del_1956	190	341889	193	104100	47	21	2648	2.54	0	0	0	48343	???	57	???	#VALUE!
3029	Storia	Superiori	XVIII-XIX secolo	Insurrezioni in Italia ed Europa	1	Rivoluzioni_del_1848_nell'Impero_austriaco	10	17590	17	7853	0	1	648	8.25	1	0	0	1982	???	2	???	#VALUE!
3263	Storia	Superiori	XX-XXI secolo	crollo dei Paesi satellite	1	Rivoluzioni_del_1989	52	92684	58	23878	0	6	1098	4.60	1	0	0	1653	???	0	???	#VALUE!
71	Biologia	Superiori	Genetica		1	RNA	373	671154	338	47182	73	8	1849	3.92	0	0	0	14825	2	18	2003-08-02	6148
2860	Storia	Superiori	Basso medioevo	Roberto d'Angiò	1	Roberto_d'Angiò	54	97016	58	16787	6	8	2	0.01	0	0	0	36	???	9	???	#VALUE!
2352	Scienze della Terra	Superiori	Formazione della Terra, crosta terrestre e rimodellamento		1	Roccia	186	334403	177	12658	2	9	1540	12.17	0	1	0	71	2	2	2005-04-17	5524
2370	Scienze della Terra	Superiori	Processo sedimentario e rocce sedimentarie		1	Roccia carbonatica	20	36697	17	2700	0	0	441	16.33	1	0	0	299	2	0	2005-06-26	5454
2361	Scienze della Terra	Superiori	Formazione della Terra, crosta terrestre e rimodellamento		1	Roccia magmatica	152	273436	130	15974	1	13	645	4.04	1	0	0	4123	2	2	2007-03-20	4822
2377	Scienze della Terra	Superiori	Processo metamorfico e rocce metamorfiche		1	Roccia metamorfica	109	195005	104	36977	3	0	1190	3.22	0	0	0	71	2	5	2006-02-14	5221
2365	Scienze della Terra	Superiori	Processo sedimentario e rocce sedimentarie		1	Roccia sedimentaria	162	290492	143	16216	1	4	700	4.32	1	0	0	983	2	0	2004-08-14	5770
2708	Storia	Superiori	Roma	La conquista romana dell'Italia	1	Roma_e_le_guerre_con_Equi_e_Volsci	31	55040	25	32583	44	5	142	0.44	0	0	0	2765	???	13	???	#VALUE!
1239	Geografia		Europa	Romania	1	Romania	1180	2120601	1120	94566	54	55	1884	1.99	0	1	0	27665	???	8	2003-11-23	6035
3474	Storia dell'arte	Superiori	L'Ottocento		1	Romanticismo	978	1756995	856	51255	35	18	924	1.80	0	0	0	44515	2.4	1	2006-12-11	4921
3619	Matematica	Elementari	Geometria	Quadrilatero	1	Rombo_(geometria)	488	876100	341	5751	4	2	485	8.43	0	0	0	40	0.5	1	2004-05-13	5863
3443	Storia dell'arte	Superiori	Il Cinquecento		1	Rosso Fiorentino	75	134938	69	43543	31	15	1332	3.06	0	0	0	46	???	22	2005-10-28	5330
2077	Letteratura italiana	Superiori	Secondo Ottocento	Giovanni Verga	1	Rosso_Malpelo	487	874542	464	7523	3	1	317	4.21	0	0	0	564	2.4	6	2006-03-28	5179
2780	Storia	Superiori	Alto medioevo	Mondo agricolo del tempo	1	Rotazione_triennale_delle_colture	69	124595	65	6791	3	0	1022	15.05	0	0	0	372	???	7	???	#VALUE!
2883	Storia	Superiori	XVI-XVII secolo	Rotta orientale per le Indie	1	Rotta_delle_spezie	24	43509	22	3333	0	1	525	15.75	0	0	0	36	???	0	???	#VALUE!
2939	Storia	Superiori	XVI-XVII secolo	La nascita della flotta inglese	1	Royal_Navy	145	260599	144	70641	4	40	4723	6.69	0	0	0	1593	???	4	???	#VALUE!
1799	Informatica	Superiori	Informatica applicata alla matematica		1	RSA (crittografia)	15	26483	23	16347	6	0	2358	14.42	1	0	0	7205	2	0	2002-12-29	6364
919	Filosofia	Superiori	Filosofia tra ottocento e novecento		1	Rudolf Steiner	365	656012	370	95308	111	11	2319	2.43	0	0	0	162449	???	23	2005-01-29	5602
830	Filosofia	Superiori	Filosofia nell'età medievale		1	Ruggero Bacone	51	91530	73	16198	4	3	696	4.30	0	0	0	1637	???	8	2005-06-22	5458
2806	Storia	Superiori	Alto medioevo	formazione dello Stato Russo	1	Rus' di Kiev	93	166366	95	60275	28	28	3358	5.57	0	0	0	3209	???	5	???	#VALUE!
1242	Geografia		Europa	Russia	1	Russia	1864	3349084	1674	188896	218	54	7255	3.84	0	0	0	66876	???	31	2003-07-10	6171
1942	Letteratura italiana	Superiori	XVI Secolo	Autori minori	1	Ruzante	54	96339	49	12846	1	3	750	5.84	0	1	0	2819	2.3	2	2005-02-28	5572
1840	Letteratura italiana	Superiori	XIII secolo - Scuola toscana	Cecco Angiolieri	1	S'i' fosse foco	6	10675	1	10675	6	1	273	2.56	0	0	0	50	???	3	???	#VALUE!
2902	Storia	Superiori	XVI-XVII secolo	Sacco di Roma	1	Sacco_di_Roma_(1527)	287	516274	272	37033	20	66	3061	8.27	0	0	0	10496	???	4	???	#VALUE!
2756	Storia	Superiori	Alto medioevo	sacco di Roma	1	Sacco_di_Roma_(410)	156	280737	150	134882	159	16	1998	1.48	0	0	0	1449	???	8	???	#VALUE!
2757	Storia	Superiori	Alto medioevo		1	Sacco_di_Roma_(455)	52	93132	44	10698	10	4	426	3.98	0	0	0	191	???	7	???	#VALUE!
3319	Storia	Superiori	XX-XXI secolo	Le altre mafie	1	Sacra_corona_unita	336	604155	319	33290	38	0	907	2.72	0	0	0	5896	???	12	???	#VALUE!
2803	Storia	Superiori	Alto medioevo	Sacro Romano Impero Germanico	1	Sacro_Romano_Impero	775	1391909	808	59234	11	19	4702	7.94	0	0	0	39587	???	3	???	#VALUE!
1271	Geografia		Africa	Africa del Sahel	1	Sahel	105	188319	100	24533	32	3	789	3.22	0	0	2	5676	???	3	2006-11-29	4933
1146	Geografia		Geografia politica ed economica	Saline	1	Salina	72	128486	72	7128	1	6	556	7.80	0	0	0	2006-03-01	???	0	2006-03-01	5206
412	Cittadinanza e costituzione	Medie	Secondo anno		1	Salute	153	274507	156	15010	13	2	617	4.11	0	0	0	5367	1.2	0	2003-03-11	6292
2150	Letteratura italiana	Superiori	Il secolo breve	Salvatore Quasimodo	1	Salvatore Quasimodo	525	943903	585	34158	26	7	113	0.33	2	0	0	21550	2.5	0	???	#VALUE!
2093	Letteratura italiana	Superiori	Secondo Ottocento	Autori minori	1	Salvatore_Di_Giacomo	73	131218	67	12561	13	3	361	2.87	0	0	0	932	2.4	9	2004-12-09	5653
1193	Geografia		Penisola italiana	San Marino	1	San_Marino	1674	3007400	1750	90965	41	33	3421	3.76	1	0	0	48284	???	8	2003-04-27	6245
2143	Letteratura italiana	Superiori	Il secolo breve	Giuseppe Ungaretti	1	San_Martino_del_Carso	37	66200	31	3637	2	1	290	7.97	1	0	0	1992	2.5	0	2008-06-23	4361
2187	Letteratura italiana	Superiori	Dopoguerra	Autori minori	1	Sandro_Penna	73	131256	73	27209	12	5	2	0.01	0	0	0	2940	2.5	81	2005-01-17	5614
115	Biologia	Superiori	Corpo umano	Apparato respiratorio e circolatorio	1	Sangue	397	714294	343	20348	4	9	935	4.60	1	0	1	6884	2	3	2004-02-29	5937
562	Diritto e Economia	Superiori	La società e ordinamento giuridico		1	Sanzione	76	136142	67	7359	0	0	323	4.39	0	0	0	49	2.1	4	2006-01-01	5265
2797	Storia	Superiori	Alto medioevo	Saraceni	1	Saraceni	281	504955	306	26645	12	1	535	2.01	0	0	0	838	???	9	???	#VALUE!
3380	Storia dell'arte	Superiori	Arte etrusca e romana		1	Sarcofago degli sposi	41	74542	78	2361	0	2	322	13.64	1	0	0	1083	???	0	2008-07-20	4334
1182	Geografia		Penisola italiana	Sardegna	1	Sardegna	1563	2808217	1568	229813	249	74	4211	1.83	0	0	0	187260	???	46	2003-05-19	6223
2277	Letteratura latina	Superiori	III - II sec. a.Ch.n.	La satira latina	1	Satira_latina	57	103285	48	7495	0	0	129	1.72	1	0	0	863	2.3	3	2007-01-26	4875
1949	Letteratura italiana	Superiori	XVI Secolo	Ludovico Ariosto	1	Satire	4	6839	2	476	0	0	403	84.66	0	0	0	0	2.3	0	2004-05-09	5867
2179	Letteratura italiana	Superiori	Il secolo breve	Eugenio Montale	1	Satura_(Montale)	34	60691	32	2452	2	0	1778	72.51	1	0	0	50	2.5	1	2009-02-24	4115
3473	Storia dell'arte	Superiori	L'Ottocento		1	Saturno che divora i suoi figli	99	177997	122	6117	3	3	247	4.04	0	0	0	541	???	1	2007-06-20	4730
2001	Letteratura italiana	Superiori	XVIII Secolo	Vittorio Alfieri	1	Saul	102	183322	93	9663	10	2	446	4.62	0	0	0	414	2.4	4	2005-10-22	5336
1275	Geografia		Africa	Savana africana	1	Savana	218	391484	217	7692	5	2	1008	13.10	0	0	0	8140	2	7	2006-11-29	4933
3220	Storia	Superiori	XX-XXI secolo	Sbarco alleato in Sicilia	1	Sbarco_in_Sicilia	303	545010	277	146881	183	48	3720	2.53	0	0	0	60253	???	21	???	#VALUE!
1797	Informatica	Superiori	Informatica applicata alla matematica		1	Scacchiera di Polibio	12	22228	13	4845	1	0	542	11.19	0	0	0	76	2	0	2009-08-25	3933
2392	Scienze della Terra	Superiori	Terremoti		1	Scala Mercalli	265	476867	166	12742	10	0	526	4.13	0	0	0	5464	2	0	2004-11-25	5667
2393	Scienze della Terra	Superiori	Terremoti		1	Scala Richter	582	1045628	363	11988	5	2	361	3.01	1	0	0	38607	2	0	2004-11-25	5667
1083	Geografia		Geografia fisica	Riduzione in scala	1	Scala_di_riduzione	58	104940	128	4370	0	0	423	9.68	0	0	0	2009-07-16	???	0	2009-07-16	3973
3805	Matematica	Superiori	Funzioni	Funzione logaritmica	1	Scala_logaritmica	61	108723	50	3967	0	3	113	2.85	1	0	0	153	2.4	1	2007-11-18	4579
2899	Storia	Superiori	XVI-XVII secolo	Impatto delle malattie in America	1	Scambio_colombiano	33	59527	40	6524	1	1	756	11.59	0	0	0	2640	???	2	???	#VALUE!
2065	Letteratura italiana	Superiori	Secondo Ottocento	Scapigliatura	1	Scapigliatura	284	510585	308	15786	5	3	1117	7.08	0	0	0	1643	2.4	23	2005-01-07	5624
800	Filosofia	Superiori	Filosofia e scienza nell'età ellenistica		1	Scetticismo filosofico	136	243848	132	26618	17	0	366	1.38	0	0	0	2434	???	18	2006-10-13	4980
1664	Informatica	Superiori	Hardware		1	Scheda elettronica	40	71247	36	9452	1	8	498	5.27	1	0	0	41	2	0	2009-07-03	3986
1658	Informatica	Superiori	Hardware		1	Scheda madre	254	456307	247	20844	1	7	1361	6.53	1	0	0	1532	2	0	2004-02-11	5955
122	Biologia	Superiori	Corpo umano	Apparato locomotore	1	Scheletro (anatomia umana)	441	793300	450	9730	1	2	1283	13.19	1	0	0	6619	2	0	2006-12-02	4930
2949	Storia	Superiori	XVI-XVII secolo	Lo schiavismo	1	Schiavismo	195	350700	171	77935	105	11	1061	1.36	0	0	0	66364	???	21	2005-01-08	5623
1	Biologia	Superiori	Introduzione		1	Scienza	310	556340	283	45268	55	8	4222	9.33	0	1	0	68115	2	3	2003-06-22	6189
2313	Scienze della Terra	Superiori	Atmosfera e clima		1	Scienze dell'atmosfera	0	144	0	34	0	0	31	91.18	0	0	0	0	2	0	2018-12-30	519
679	Diritto e Economia	Superiori	Economia e il sistema economico		1	Scienze economiche	21	37694	26	1769	3	0	184	10.40	0	0	0	269	2.1	0	2006-02-17	5218
587	Diritto e Economia	Superiori	Soggetti del diritto		1	Scomparsa	13	24124	10	2494	0	0	570	22.85	1	0	0	49	2.1	1	2010-07-16	3608
3706	Matematica	Superiori	Algebra	Polinomi	1	Scomposizione_dei_polinomi	118	212680	97	5933	0	0	477	8.04	0	0	0	973	2.1	9	2009-10-17	3880
1737	Informatica	Superiori	Programmazione		1	Scratch (informatica)	126	226021	134	9523	5	2	669	7.03	0	0	0	1612	2	0	2013-12-11	2364
1631	Informatica	Medie	Coding e pensiero computazionale		1	Script	99	178643	84	18976	0	8	474	2.50	0	0	0	997	1	0	2004-10-18	5705
2644	Storia	Superiori	Antichità	scrittura sumera	1	Scrittura_cuneiforme	181	325370	187	25738	5	7	3497	13.59	1	0	0	1040	???	7	???	#VALUE!
3377	Storia dell'arte	Superiori	Arte etrusca e romana		1	Scultura etrusca	33	58598	26	65675	70	20	1215	1.85	0	0	0	4354	???	28	2012-04-24	2960
3353	Storia dell'arte	Superiori	Arte greca		1	Scultura greca arcaica	45	80589	40	13113	9	3	461	3.52	0	0	0	198	???	9	2012-02-01	3043
3384	Storia dell'arte	Superiori	Arte romana		1	Scultura romana	51	91863	43	78838	62	37	4369	5.54	0	0	0	1326	???	14	2010-03-01	3745
766	Filosofia	Superiori	Filosofia nella Grecia classica		1	Scuola di Mileto	35	62128	41	3965	2	4	1884	47.52	1	0	0	655	???	3	2007-02-24	4846
